"dataset","arm","spec","erc50","erc50_lo","erc50_hi","nsec","max_rhat","divergent"
23,"C","disp",4.58755871978665,4.05111032110192,5.14250533911568,1.51573803293379,1.00366074077594,0
23,"D","disp",4.69670627531998,4.11292988559122,5.47260907276426,1.47490197946674,1.00361714768619,0
23,"A","homosced",4.66155160236385,4.19909608625633,5.16146601527609,1.8416580385425,1.00173983870246,0
23,"B1","homosced",4.45807117527654,3.97711743852472,4.99451957396127,1.69720702069096,1.00462441832197,0
23,"B2","homosced",4.45807117527654,3.31118149532988,5.67895373780041,3.1695469203204,1.05706699475291,17
23,"B3","homosced",4.34708185141074,3.90312455594751,4.86503202945117,1.86861081610426,1.00232584678288,0
23,"C","homosced",4.66155160236385,4.19909608625633,5.12446957398749,1.61918335918874,1.00151132004978,0
23,"D","homosced",4.64872465424638,4.22488700142961,5.12054392813675,1.60087094613263,1.0017339928074,0
24,"A","disp",4.69854804365246,4.19909608625633,5.21649822169288,1.7500276981569,1.00349402934339,0
24,"B1","disp",4.40257651334364,3.97711743852472,4.90202847073977,2.07810893889533,1.00310472608969,0
24,"B2","disp",4.69854804365246,3.79213523208171,6.01192170939783,1.93707631506997,1.00188109028555,0
24,"B3","disp",4.40257651334364,3.95815676236431,5.5124697520017,2.38523684591003,1.36481541593441,8
24,"C","disp",4.66155160236385,4.19909608625633,5.14250533911568,1.78650093263562,1.00426843636994,0
24,"D","disp",4.65672159109198,4.11292988559122,5.24849491766634,1.79664734614415,1.00231727401891,0
24,"A","homosced",4.71704626429676,4.19909608625633,5.2724553391419,2.01943909435532,1.00687212189597,0
24,"B1","homosced",4.38407829269934,3.97711743852472,4.84699626432297,2.01324716843452,1.00400079354183,0
24,"B2","homosced",4.23609252754493,3.34817793661848,5.4754733107131,2.93341937111514,1.00939094579143,8
24,"B3","homosced",4.29158718947783,3.90312455594751,4.73600694045717,2.07758685932656,1.00307507525129,0
24,"C","homosced",4.68004982300816,4.27308896883353,5.14250533911568,1.80882718416909,1.00237982984534,0
24,"D","homosced",4.67271546478318,4.22488700142961,5.10455005444555,1.84295062946438,1.00341400599699,0
25,"A","disp",5.5679644139346,4.92052669138407,6.28939501906234,1.99350915184324,1.00304260625332,0
25,"B1","disp",5.40148042813589,4.82803558816256,6.14140925390794,2.16454150726836,1.00392948643606,0
25,"B2","disp",5.91943060617632,4.62455516107525,7.80624911189503,1.99525059574178,1.00409082508158,0
25,"B3","disp",5.23499644233719,4.68004982300816,5.84543772359912,2.26404686404968,1.00197738076062,0
25,"C","disp",5.64195729651181,4.95752313267267,6.38188612228385,1.97053881808285,1.00216947149759,0
25,"D","disp",5.68832644417431,4.78467258062157,6.89586390785982,1.97489301357391,1.0033296480942,0
25,"A","homosced",5.64195729651181,4.97602135331697,6.32639146035095,2.60711220868113,1.00412860142163,0
25,"B1","homosced",5.40148042813589,4.84653380880686,6.06741637133073,2.20074846371596,1.0017177588955,0
25,"B2","homosced",4.93902491202837,3.82913167337031,6.36338790163955,3.21450700016852,1.00248266702639,1
25,"B3","homosced",5.21649822169288,4.71704626429676,5.77144484102191,2.30682040904878,1.00348704182348,0
25,"C","homosced",5.73444839973331,5.10550889782708,6.34488968099525,2.02684721164103,1.00244896362817,0
25,"D","homosced",5.64034482310071,4.99259293860716,6.38405994974146,2.07256087211444,1.00212370970871,0
26,"A","disp",4.95752313267267,4.43911049911613,5.4754733107131,1.81522404897736,1.0020018184055,0
26,"B1","disp",4.55056227849805,4.18059786561203,4.93902491202837,2.12724557700653,1.00319265271657,0
26,"B2","disp",4.93902491202837,4.08810676239052,6.25239857777374,2.1288811502548,1.01320147748796,0
26,"B3","disp",4.45807117527654,4.12510320367913,4.82803558816256,2.17385107090186,1.00302223724004,0
26,"C","disp",4.82803558816256,4.32858363076644,5.38298220749159,1.88002716682182,1.00578401586831,0
26,"D","disp",4.59274609632718,3.91300646445123,5.30467339900667,2.10193736229228,1.00544578408428,0
26,"A","homosced",5.08701067718278,4.55056227849805,5.67895373780041,2.01945232834778,1.00279534856459,0
26,"B1","homosced",4.53206405785375,4.12510320367913,4.97602135331697,2.11948737245565,1.00364464704265,0
26,"B2","homosced",4.25459074818923,3.38517437790708,5.38298220749159,2.79758879600006,1.00291725235368,0
26,"B3","homosced",4.45807117527654,4.12510320367913,4.84653380880686,2.1537761456077,1.0012256606808,0
26,"C","homosced",4.80953736751826,4.36558007205504,5.36448398684729,1.89477603734736,1.00445183656401,0
26,"D","homosced",4.52877060156239,3.94499421183363,5.19251635974714,2.14852521645985,1.00508411767835,0
27,"A","disp",4.95752313267267,4.51356583720945,5.4754733107131,1.92384911423661,1.00355340255493,0
27,"B1","disp",4.69854804365246,4.43957295463224,4.99451957396127,3.0609301516305,1.00288602267885,0
27,"B2","disp",5.16100355975998,4.08810676239052,6.64086121130406,2.16019367221041,1.01415919163739,4
27,"B3","disp",4.68004982300816,4.42107473398794,4.93902491202837,3.08967389759448,1.00335229389019,0
27,"C","disp",4.88353025009547,4.45807117527654,5.34598576620299,2.04034952531806,1.00440309094354,0
27,"D","disp",4.86464194907756,4.33664419384686,5.42462745169067,2.13680268102621,1.00787630872338,0
27,"A","homosced",4.97602135331697,4.49506761656515,5.530967972646,2.07391516317943,1.00362257359755,0
27,"B1","homosced",4.66155160236385,4.29158718947783,5.05001423589418,2.99715513703263,1.00476016723098,0
27,"B2","homosced",4.58755871978665,3.6441494669273,5.51293220751781,3.4273292732318,1.00798658221168,1
27,"B3","homosced",4.62455516107525,4.29158718947783,4.99451957396127,3.02852150838835,1.00839441218121,0
27,"C","homosced",4.90202847073977,4.47656939592084,5.34598576620299,2.03814585810455,1.00718369610442,0
27,"D","homosced",4.85664501223197,4.3448410541136,5.32046734927673,2.1154322337027,1.00691461863221,0
28,"A","disp",4.56906049914235,3.99561565916902,5.21649822169288,1.81539279238681,1.00390764306896,0
28,"B1","disp",4.69854804365246,4.03261210045762,5.40148042813589,2.85960987479794,1.07091494023075,5
28,"B2","disp",4.80953736751826,3.6996441288602,6.30789323970664,1.80968806699622,1.00173807444601,0
28,"B3","disp",5.17950178040428,4.10660498303482,5.4569750900688,4.34981970352075,1.02538112382184,0
28,"C","disp",4.45807117527654,3.84762989401461,5.14250533911568,1.82830593260175,1.00301735335412,1
28,"D","disp",4.57675222263598,3.93679735156689,5.64834175994631,1.79655148990638,1.00344042412719,0
28,"A","homosced",4.66155160236385,3.97711743852472,5.4384768694245,2.33193996440437,1.00936206799385,0
28,"B1","homosced",4.49506761656515,3.97711743852472,5.06851245653848,2.08447153766967,1.0039103790238,0
28,"B2","homosced",4.55056227849805,3.21869039210838,5.67895373780041,3.54017907697715,1.01175395992514,3
28,"B3","homosced",4.45807117527654,3.94012099723611,4.97602135331697,2.23803641444298,1.02074145046793,0
28,"C","homosced",4.49506761656515,3.94012099723611,5.16100355975998,2.31685218660696,1.00627433380485,0
28,"D","homosced",4.52877060156239,4.08893907505442,5.07256230706315,2.18637338752943,1.00956081852641,0
29,"A","disp",4.80953736751826,4.36558007205504,5.29049110427009,1.70926568787876,1.00271872751893,0
29,"B1","disp",4.56906049914235,4.08810676239052,5.14250533911568,1.78704115063567,1.00394423563452,0
29,"B2","disp",4.82803558816256,3.84762989401461,6.23390035712944,1.78387613102727,1.00177442418404,0
29,"B3","disp",4.47656939592084,4.03261210045762,4.95752313267267,1.84469571238639,1.00462359975178,0
29,"C","disp",4.80953736751826,4.21759430690063,5.4204411042963,1.69338796030995,1.00307435671667,0
29,"D","disp",4.76867870693037,4.02496358028962,5.57636932833591,1.70764590538988,1.00291224135416,0
29,"A","homosced",4.92052669138407,4.51356583720945,5.40148042813589,1.87804089875373,1.0053817364241,0
29,"B1","homosced",4.58755871978665,4.10660498303482,5.08701067718278,1.80987657286863,1.00190109794224,0
29,"B2","homosced",4.32858363076644,3.31118149532988,5.69745195844471,2.90977113429795,1.00575346432895,0
29,"B3","homosced",4.45807117527654,4.03261210045762,4.93902491202837,1.85616918969986,1.00145455659944,0
29,"C","homosced",4.86503202945117,4.34708185141074,5.4199786487802,1.72253611176131,1.00179313504796,0
29,"D","homosced",4.82465726484957,4.3048563698856,5.36065195692587,1.77646778337227,1.00349503543722,0
30,"A","disp",4.25459074818923,3.6811459082159,4.86503202945117,1.13409239173291,1.00384812141559,0
30,"B1","disp",3.95861921788042,3.49616370177289,4.49506761656515,1.84727268857002,1.00862812683199,0
30,"B2","disp",4.18059786561203,3.38517437790708,5.29049110427009,1.27546120719928,1.00620261315865,1
30,"B3","disp",3.95861921788042,3.51466192241719,4.43957295463224,2.00294738175718,1.00831086628587,0
30,"C","disp",4.14360142432343,3.57015658435009,4.79103914687396,1.2252157864612,1.00363176500437,0
30,"D","disp",4.14491763297361,3.60112592747285,4.79266951746717,1.21493137974051,1.00341240528974,0
30,"A","homosced",4.42107473398794,3.8286692178542,5.08701067718278,1.43902142033351,1.00175470778235,0
30,"B1","homosced",3.94012099723611,3.51466192241719,4.43957295463224,1.96650381521815,1.01406056739961,0
30,"B2","homosced",3.86612811465891,3.23718861275268,4.58802117530276,2.47152644347877,1.00648253094581,0
30,"B3","homosced",3.94012099723611,3.51419946690108,4.40257651334364,1.97239322722616,1.00697144594152,0
30,"C","homosced",4.05111032110192,3.55165836370579,4.69854804365246,1.54004122685347,1.00976176668016,0
30,"D","homosced",4.12892375928242,3.63311367485525,4.66471852793758,1.42619898856205,1.00605012003618,0
31,"A","disp",4.38407829269934,3.95861921788042,4.84653380880686,1.97552922639328,1.00372595390021,0
31,"B1","disp",4.12510320367913,3.79213523208171,4.51356583720945,2.21082682584814,1.00358462537221,0
31,"B2","disp",4.31008541012214,3.6071530256387,5.3279500010748,2.21145895939454,1.00214382666063,0
31,"B3","disp",4.08810676239052,3.7551387907931,4.45807117527654,2.24539814554162,1.00306560856349,0
31,"C","disp",4.36558007205504,3.95861921788042,4.77254092622966,2.01595941928637,1.00234853004298,0
31,"D","disp",4.38550002014645,2.65131157991094,5.26835958972089,2.23138387109591,1.00949755275048,38
31,"A","homosced",4.45807117527654,4.01411387981332,4.92052669138407,1.94295000565715,1.0090275420542,0
31,"B1","homosced",4.12510320367913,3.79213523208171,4.51356583720945,2.21231771420965,1.00441567550117,0
31,"B2","homosced",3.94012099723611,3.21869039210838,5.05047669141028,2.77708882544694,1.00747911614814,0
31,"B3","homosced",4.08810676239052,3.77363701143741,4.45807117527654,2.25111978988493,1.00353648243407,0
31,"C","homosced",4.42107473398794,4.05111032110192,4.79103914687396,1.99495873162233,1.00163679559481,0
31,"D","homosced",4.3528379909592,4.00876978317728,4.71270014901117,2.09175769668272,1.00522672635807,0
32,"A","disp",4.93902491202837,4.43911049911613,5.4939715313574,1.60053678065853,1.00182914881737,0
32,"B1","disp",4.55056227849805,4.08810676239052,5.06897491205459,1.9635532408759,1.00217672740836,0
32,"B2","disp",5.10550889782708,4.03261210045762,6.64086121130406,1.81500053857073,1.00201592473885,0
32,"B3","disp",4.45807117527654,4.03261210045762,4.92052669138407,2.04138155243754,1.00171577686256,0
32,"C","disp",4.80953736751826,4.21759430690063,5.4199786487802,1.66846447517071,1.00170245547101,0
32,"D","disp",4.80866339115837,4.09673608847888,5.61655393598505,1.70209989686795,1.00361102533497,0
32,"A","homosced",5.08701067718278,4.58755871978665,5.64195729651181,1.86159735503565,1.00444871421811,0
32,"B1","homosced",4.53206405785375,4.06960854174622,5.06851245653848,1.93094185548803,1.00393357743557,0
32,"B2","homosced",4.32858363076644,3.38517437790708,5.51293220751781,2.78304362371687,1.00217821121628,1
32,"B3","homosced",4.45807117527654,4.03261210045762,4.92052669138407,2.01047595533611,1.00352244255824,0
32,"C","homosced",4.80953736751826,4.27308896883353,5.3834446630077,1.7299749785289,1.00742399995579,0
32,"D","homosced",4.80066645431277,4.16890844351041,5.39243978088713,1.75914764659123,1.00459564748001,0
33,"A","disp",5.21649822169288,4.80953736751826,5.66045551715611,1.4165537695382,1.00245353525036,0
33,"B1","disp",5.12400711847138,4.56906049914235,5.73444839973331,1.5644696463398,1.00619232257647,0
33,"B2","disp",5.4754733107131,4.36558007205504,6.95533096225718,1.37253088493969,1.00256177894699,0
33,"B3","disp",4.93902491202837,4.43957295463224,5.4754733107131,1.85941174403969,1.00402266551166,0
33,"C","disp",5.29049110427009,4.80953736751826,5.80890373782663,1.37013148732706,1.0024113424646,0
33,"D","disp",5.43242446511513,4.80066645431277,6.27230275732421,1.3032425707453,1.00363944449881,0
33,"A","homosced",5.25349466298149,4.84653380880686,5.71595017908901,1.62130382675526,1.00323458698324,0
33,"B1","homosced",5.10550889782708,4.62455516107525,5.64195729651181,1.57458100206877,1.00511016886157,0
33,"B2","homosced",4.79103914687396,3.81063345272601,5.93792882682062,3.03487734424789,1.00547277890319,0
33,"B3","homosced",4.92052669138407,4.43957295463224,5.4199786487802,1.92485467008477,1.00176894350541,0
33,"C","homosced",5.32748754555869,4.90202847073977,5.77144484102191,1.41562602888746,1.00141611840051,0
33,"D","homosced",5.39243978088713,4.86464194907756,5.96042222034583,1.38477676251561,1.00851006592065,0
34,"A","disp",4.88353025009547,4.38407829269934,5.40148042813589,1.82722782168914,1.00337019788507,0
34,"B1","disp",4.49506761656515,4.12510320367913,4.88353025009547,2.10275683286572,1.00333048616731,0
34,"B2","disp",4.97602135331697,3.97711743852472,6.41888256357245,2.08510855103532,1.00234110849654,0
34,"B3","disp",4.42107473398794,4.06960854174622,4.79103914687396,2.15789712948389,1.00207457381502,0
34,"C","disp",4.80953736751826,4.31008541012214,5.32748754555869,1.82957146435746,1.00469130079666,1
34,"D","disp",4.60074303317278,3.90480960418449,5.31247041243113,2.00256646823318,1.00581461189345,0
34,"A","homosced",5.03151601524987,4.53206405785375,5.530967972646,1.95123207851263,1.0016460249921,0
34,"B1","homosced",4.47656939592084,4.06960854174622,4.97602135331697,2.05752657602175,1.00356431541991,0
34,"B2","homosced",4.23609252754493,3.31118149532988,5.4939715313574,2.85506909611653,1.01137317191464,7
34,"B3","homosced",4.40257651334364,4.03261210045762,4.82849804367867,2.10070588923706,1.00464992155863,0
34,"C","homosced",4.82803558816256,4.34708185141074,5.30898932491439,1.82913661658837,1.00552398714064,0
34,"D","homosced",4.56075834894479,3.90480960418449,5.22450410712954,2.03379838235739,1.00763881174914,0
35,"A","disp",4.95752313267267,4.31008541012214,5.62345907586751,1.87529967541956,1.00215321840015,0
35,"B1","disp",4.97602135331697,4.25412829267312,5.80844128231052,1.92243869082818,1.00360264258553,0
35,"B2","disp",4.86503202945117,3.7361781146327,6.47437722550535,2.01248353876116,1.00392113458761,0
35,"B3","disp",4.80953736751826,4.18059786561203,5.51293220751781,1.97399650099979,1.00219357981527,0
35,"C","disp",5.06851245653848,4.34708185141074,5.80844128231052,1.85940316858645,1.00212792724025,0
35,"D","disp",4.96060519122476,2.72925988788137,8.00743812939815,2.02060473450818,1.0070371349263,26
35,"A","homosced",5.01301779460557,4.42107473398794,5.69745195844471,2.28528885864652,1.00296670171651,0
35,"B1","homosced",5.03151601524987,4.40257651334364,5.78994306166622,1.9610196695201,1.00310138138294,0
35,"B2","homosced",4.45807117527654,3.44066903983999,5.84543772359912,2.91614093638449,1.00454214575949,0
35,"B3","homosced",4.82803558816256,4.29158718947783,5.4939715313574,2.02305499880285,1.00424426128645,0
35,"C","homosced",5.30898932491439,4.69854804365246,5.93792882682062,1.89660395708059,1.00228599355094,0
35,"D","homosced",5.27248572820314,4.24088087512081,6.14435176779462,1.93815563912169,1.00387430005128,0
36,"A","disp",4.84653380880686,4.43957295463224,5.27199288362579,1.97437939028966,1.00571711229545,0
36,"B1","disp",4.43957295463224,4.03261210045762,4.90202847073977,2.27100024246861,1.00427146336253,0
36,"B2","disp",5.05001423589418,4.10660498303482,6.40038434292815,1.9965850395401,1.00429603725485,0
36,"B3","disp",4.40257651334364,4.01411387981332,4.82803558816256,2.29936296646951,1.00176079845009,0
36,"C","disp",4.69854804365246,4.19909608625633,5.25349466298149,2.03167114704227,1.00344446086993,1
36,"D","disp",4.66471852793758,3.96898502237043,5.44841833880632,2.10488462428834,1.00313662560431,0
36,"A","homosced",4.99451957396127,4.58755871978665,5.4199786487802,2.10747515314366,1.00433945919497,0
36,"B1","homosced",4.43957295463224,4.06960854174622,4.88353025009547,2.28440498956261,1.00493585669438,0
36,"B2","homosced",4.23609252754493,3.27418505404128,5.4939715313574,3.00383031264504,1.02696740688715,2
36,"B3","homosced",4.40257651334364,4.03261210045762,4.80953736751826,2.31289685557243,1.00141796685273,0
36,"C","homosced",4.79103914687396,4.32858363076644,5.27199288362579,2.08477849322319,1.00203959301736,0
36,"D","homosced",4.64072771740078,4.06494826451762,5.20051329659274,2.1913552140592,1.00937094294565,0
37,"A","disp",4.99451957396127,4.55056227849805,5.4754733107131,1.75104362920264,1.00419673582093,0
37,"B1","disp",4.88353025009547,4.34708185141074,5.4939715313574,1.87577169570055,1.00170099868835,0
37,"B2","disp",5.55871530361245,4.42107473398794,7.3622918164318,1.66335871248507,1.00283834456884,0
37,"B3","disp",4.75404270558536,4.25459074818923,5.30898932491439,1.96608942719482,1.00962040096241,0
37,"C","disp",5.03151601524987,4.45807117527654,5.5864626345789,1.70664873296199,1.00507297810599,0
37,"D","disp",5.20851023343834,4.44860130968525,6.40805076027826,1.63284315646833,1.0043028348022,0
37,"A","homosced",5.12400711847138,4.68004982300816,5.71595017908901,2.2532584263154,1.00321451402,0
37,"B1","homosced",4.88353025009547,4.38407829269934,5.4204411042963,1.95687980674413,1.00191369290826,0
37,"B2","homosced",4.71704626429676,3.47766548112859,6.03041993004213,3.38290347748986,1.0068455683923,4
37,"B3","homosced",4.73554448494106,4.31008541012214,5.25349466298149,2.09713836217189,1.01005171502572,0
37,"C","homosced",5.14250533911568,4.69854804365246,5.60542331073931,1.82930517693327,1.00210071292226,0
37,"D","homosced",5.16052861236474,4.64872465424638,5.7203141915567,1.80883608264573,1.00288239790886,0
38,"A","disp",4.58755871978665,4.14360142432343,5.03151601524987,1.9033950906143,1.00431564454084,0
38,"B1","disp",4.31008541012214,3.94012099723611,5.17950178040428,2.69670733544153,1.0550840086936,0
38,"B2","disp",5.01301779460557,3.97711743852472,6.67785765259266,1.92857031867716,1.00177877843433,0
38,"B3","disp",4.27308896883353,3.90312455594751,4.58755871978665,2.69820972568503,1.00265390006874,0
38,"C","disp",4.55056227849805,4.16209964496773,4.92052669138407,1.98022500041875,1.00645965182388,1
38,"D","disp",4.52877060156239,4.12872383586128,4.95260825437916,2.0066564031142,1.00975262797254,0
38,"A","homosced",4.68004982300816,4.21759430690063,5.19800000104858,2.09083492268,1.00270659776524,0
38,"B1","homosced",4.23609252754493,3.84762989401461,4.66155160236385,2.2747695799215,1.01089937448749,0
38,"B2","homosced",4.14360142432343,3.08920284759827,5.4384768694245,3.20124724553135,1.01358073464694,10
38,"B3","homosced",4.21759430690063,3.82913167337031,4.60605694043095,2.47659242702063,1.00617835050172,0
38,"C","homosced",4.53206405785375,4.16209964496773,4.92052669138407,1.98861837328624,1.00117989610318,0
38,"D","homosced",4.51277672787119,4.12892375928242,4.8968296198811,1.99766714385728,1.00560861903704,0
39,"A","disp",4.56906049914235,4.18059786561203,4.99451957396127,1.87402041286584,1.00390227888262,0
39,"B1","disp",4.32858363076644,3.97711743852472,4.64305338171955,2.44318056270867,1.00315103782702,0
39,"B2","disp",4.80953736751826,3.86612811465891,6.14140925390794,2.00264360540113,1.00281127809547,0
39,"B3","disp",4.31008541012214,3.97711743852472,4.60605694043095,2.58940700790331,1.00319327404085,0
39,"C","disp",4.51356583720945,4.08810676239052,4.95752313267267,1.96709659943848,1.00300198324594,6
39,"D","disp",4.48878591733439,4.04895439082642,5.01658374914395,1.97186339478661,1.00305600284015,0
39,"A","homosced",4.62455516107525,4.21759430690063,5.05001423589418,1.88066529758548,1.00207396003792,0
39,"B1","homosced",4.29158718947783,3.94012099723611,4.68004982300816,2.22649231912788,1.00539973510856,0
39,"B2","homosced",4.14360142432343,3.25568683339698,5.30898932491439,3.08222263687618,1.01421048796934,8
39,"B3","homosced",4.23609252754493,3.88462633530321,4.62455516107525,2.27141425778293,1.00502197087357,0
39,"C","homosced",4.53206405785375,4.14360142432343,4.93902491202837,2.00004721251401,1.00281917155336,0
39,"D","homosced",4.48878591733439,4.08893907505442,4.87263888592316,2.05926038061446,1.00219582412841,0
40,"A","disp",4.64305338171955,4.19909608625633,5.12400711847138,1.6023564757885,1.00298514808899,0
40,"B1","disp",4.42107473398794,3.95861921788042,4.97648380883308,1.74443569083834,1.00253392501503,0
40,"B2","disp",4.82803558816256,3.82913167337031,6.27089679841804,1.69475960022253,1.00336268104553,0
40,"B3","disp",4.31008541012214,3.86612811465891,4.82803558816256,1.80836472359693,1.00295643707199,0
40,"C","disp",4.60605694043095,4.05111032110192,5.14250533911568,1.62075704410385,1.00378728206439,0
40,"D","disp",4.67271546478318,4.04895439082642,5.44042140196072,1.60878452877213,1.0031077174164,0
40,"A","homosced",4.71704626429676,4.19909608625633,5.25349466298149,1.92315129806187,1.00637495630371,0
40,"B1","homosced",4.40257651334364,3.97711743852472,4.88353025009547,1.7841727607005,1.0022596614072,0
40,"B2","homosced",4.25459074818923,3.23718861275268,5.5494661932903,3.00349440089256,1.00164523303574,0
40,"B3","homosced",4.31008541012214,3.90312455594751,4.77254092622966,1.8928764771023,1.00757164103986,0
40,"C","homosced",4.68004982300816,4.21759430690063,5.12400711847138,1.6727189229617,1.00384504916109,0
40,"D","homosced",4.67271546478318,4.20889312773841,5.13653780182795,1.68869045172621,1.00269133390509,0
41,"A","disp",4.92052669138407,4.38407829269934,5.4939715313574,1.97788925943873,1.00336956925703,0
41,"B1","disp",4.80953736751826,4.32858363076644,5.30898932491439,3.00672922077906,1.00835394340086,0
41,"B2","disp",4.92052669138407,3.97711743852472,6.21540213648514,2.07899718541526,1.00690404943328,0
41,"B3","disp",4.77254092622966,4.34708185141074,5.25349466298149,3.09960349452482,1.00609110463603,0
41,"C","disp",4.80953736751826,4.19909608625633,5.401942883652,2.16277169882316,1.00317129304069,0
41,"D","disp",4.96060519122476,4.3128533067312,5.98441303088263,1.98934635638815,1.00712170311698,0
41,"A","homosced",4.92052669138407,4.42107473398794,5.4939715313574,2.17447845233263,1.00318302914842,0
41,"B1","homosced",4.77254092622966,4.29158718947783,5.2909535597862,2.93377644812936,1.00754467715762,0
41,"B2","homosced",4.77254092622966,3.88462633530321,5.5494661932903,3.49856473994824,1.00204195280669,1
41,"B3","homosced",4.73554448494106,4.29158718947783,5.21649822169288,3.03577872207742,1.00759184463617,0
41,"C","homosced",4.90202847073977,4.40257651334364,5.4199786487802,2.27213635110355,1.00246158638205,0
41,"D","homosced",4.88863275961436,4.3848257383416,5.43242446511513,2.26763834027974,1.00248378661879,0
42,"A","disp",5.08701067718278,4.53206405785375,5.69745195844471,1.84388940969361,1.00214164214642,0
42,"B1","disp",4.92052669138407,4.38407829269934,5.5864626345789,2.1293201402912,1.00516805870446,0
42,"B2","disp",5.4384768694245,4.12510320367913,7.3807900370761,1.944288066385,1.00247369938333,0
42,"B3","disp",4.82803558816256,4.31008541012214,5.401942883652,2.27729661559543,1.0055774986941,0
42,"C","disp",5.14250533911568,4.47656939592084,5.88289662040383,1.79225519648486,1.00719284457593,0
42,"D","disp",5.14453473867354,4.3928226751872,6.28829663101541,1.84649011110733,1.0034110019634,0
42,"A","homosced",5.23499644233719,4.64305338171955,5.86393594424342,2.32064814395462,1.00331013634471,0
42,"B1","homosced",4.90202847073977,4.36558007205504,5.530967972646,2.15554273050877,1.00303095076416,0
42,"B2","homosced",4.77254092622966,3.55119590818969,6.25239857777374,3.30635293276956,1.00629857604839,3
42,"B3","homosced",4.79103914687396,4.29158718947783,5.3464482217191,2.24980421505902,1.00204274430656,0
42,"C","homosced",5.16100355975998,4.58755871978665,5.80844128231052,1.91976273310039,1.00428281022434,0
42,"D","homosced",5.08055924390875,4.57675222263598,5.60036013887271,2.03371223841764,1.00318708513358,0
43,"A","disp",5.19800000104858,4.66155160236385,5.90093238553202,1.64889882629518,1.00389258886528,0
43,"B1","disp",5.19800000104858,4.55056227849805,5.95688950298103,1.69726022302812,1.00250855857686,0
43,"B2","disp",5.77144484102191,4.45807117527654,7.91723843576083,1.63556582317856,1.00406540904396,0
43,"B3","disp",5.01301779460557,4.43957295463224,5.66045551715611,1.74435208762289,1.00230599299182,0
43,"C","disp",5.36448398684729,4.66155160236385,6.08591459197503,1.61211267881125,1.0013380466461,0
43,"D","disp",5.43242446511513,4.54476447525359,6.64795886564624,1.63597126384917,1.00276135974802,0
43,"A","homosced",5.38298220749159,4.75404270558536,6.19690391584084,2.53845423764685,1.00409743785237,0
43,"B1","homosced",5.17950178040428,4.58755871978665,5.86393594424342,1.73375390786078,1.00388648376524,0
43,"B2","homosced",4.82803558816256,0.018498220644301,6.30789323970664,3.49418122983657,1.12466498655058,22
43,"B3","homosced",4.97602135331697,4.45807117527654,5.5864626345789,1.81730311909218,1.00497867271906,0
43,"C","homosced",5.4939715313574,4.88353025009547,6.10441281261933,1.70045987833962,1.00324305812557,0
43,"D","homosced",5.41643059142393,4.71270014901117,6.16814265491027,1.70024586027425,1.0054090322632,0
44,"A","disp",4.56906049914235,4.05111032110192,5.16100355975998,2.10537458417339,1.00238666160755,0
44,"B1","disp",4.36558007205504,3.92162277659181,4.90202847073977,2.19238848705023,1.00330365643757,0
44,"B2","disp",4.27308896883353,3.6071530256387,5.14250533911568,2.30017407957613,1.00892614208154,0
44,"B3","disp",4.31008541012214,3.90312455594751,4.75450516110147,2.22200816758348,1.00246039433815,0
44,"C","disp",4.45807117527654,3.92162277659181,5.03151601524987,2.12775284131544,1.00467407672059,0
44,"D","disp",4.46479510679759,3.53695050928692,5.27248572820314,2.18250422227645,1.00932255100342,14
44,"A","homosced",4.64305338171955,4.14360142432343,5.17950178040428,2.16447408378945,1.00175123602528,0
44,"B1","homosced",4.40257651334364,4.01365142429721,4.86503202945117,2.20153343852488,1.00175969756344,0
44,"B2","homosced",4.12510320367913,3.49616370177289,4.86503202945117,2.56371986032524,1.00151633126559,0
44,"B3","homosced",4.32858363076644,3.95861921788042,4.77254092622966,2.23165700939878,1.00168751089108,0
44,"C","homosced",4.68004982300816,4.23609252754493,5.10597135334319,2.07012306015636,1.00190069208221,0
44,"D","homosced",4.64872465424638,4.10493294874562,5.12874078840349,2.09951204118861,1.00368981698748,0
45,"A","disp",4.49506761656515,4.01411387981332,4.99451957396127,1.51222670497546,1.00387363591337,0
45,"B1","disp",4.14360142432343,3.7366405701488,4.62455516107525,1.68035324404008,1.00323187935445,0
45,"B2","disp",4.66155160236385,3.6811459082159,6.03088238555824,1.63932347996848,1.00332973461712,0
45,"B3","disp",4.06960854174622,3.6811459082159,4.53206405785375,1.72388189254119,1.00597511851576,0
45,"C","disp",4.40257651334364,3.88462633530321,5.01301779460557,1.52259865213871,1.00835143813033,0
45,"D","disp",4.376828801496,3.86502484337763,4.96060519122476,1.5557243568914,1.003969108054,0
45,"A","homosced",4.66155160236385,4.16209964496773,5.17950178040428,1.73407926214421,1.00180059690144,0
45,"B1","homosced",4.12510320367913,3.7181423495045,4.55056227849805,1.69725117550649,1.00433788498152,0
45,"B2","homosced",4.05111032110192,3.05220640630967,5.32748754555869,2.83735694168975,1.02007724928412,9
45,"B3","homosced",4.06960854174622,3.6996441288602,4.51356583720945,1.74518897034604,1.00308153632698,0
45,"C","homosced",4.31008541012214,3.84762989401461,4.84653380880686,1.63608802468178,1.00291098371441,0
45,"D","homosced",4.3608349278048,3.95299114867923,4.77687556719711,1.60830857981482,1.00204924606376,0
46,"A","disp",4.71704626429676,4.32858363076644,5.12400711847138,1.63397302889327,1.00175020839941,0
